#Name,VisitHour,VisitDay,Visits,StdDev,Site Daily Total,Site Daily StdDev,Site Weekly Total,Site Daily Average,Tier,Max MD Hours,,,
East Meadow,13:30:00,Thursday,1.46,1.76,42.77,1.25,301.87,44,B,80,,,
East Meadow,13:30:00,Friday,1.62,0.87,44.85,1.25,301.87,44,B,80,,,
East Meadow,13:30:00,Saturday,2.38,1.71,33.46,0.97,301.87,44,B,80,,,
East Meadow,14:00:00,Sunday,1.23,1.59,40.15,1.11,301.87,44,B,80,,,
East Meadow,14:00:00,Monday,1.54,1.33,55,1.55,301.87,44,B,80,,,
East Meadow,14:00:00,Tuesday,2.25,0.87,43.25,1.27,301.87,44,B,80,,,
East Meadow,14:00:00,Wednesday,1.23,1.09,42.38,1.25,301.87,44,B,80,,,
East Meadow,14:00:00,Thursday,1,0.82,42.77,1.25,301.87,44,B,80,,,
East Meadow,14:00:00,Friday,1.31,1.18,44.85,1.25,301.87,44,B,80,,,
East Meadow,14:00:00,Saturday,2.54,2.15,33.46,0.97,301.87,44,B,80,,,
East Meadow,14:30:00,Sunday,2.15,1.34,40.15,1.11,301.87,44,B,80,,,
East Meadow,14:30:00,Monday,2.23,1.36,55,1.55,301.87,44,B,80,,,
East Meadow,14:30:00,Tuesday,1.75,1.36,43.25,1.27,301.87,44,B,80,,,
East Meadow,14:30:00,Wednesday,1.23,0.73,42.38,1.25,301.87,44,B,80,,,
East Meadow,14:30:00,Thursday,1.38,0.96,42.77,1.25,301.87,44,B,80,,,
East Meadow,14:30:00,Friday,1.85,1.28,44.85,1.25,301.87,44,B,80,,,
East Meadow,14:30:00,Saturday,1.77,1.74,33.46,0.97,301.87,44,B,80,,,
East Meadow,15:00:00,Sunday,2.08,1.38,40.15,1.11,301.87,44,B,80,,,
East Meadow,15:00:00,Monday,1.54,1.94,55,1.55,301.87,44,B,80,,,
East Meadow,15:00:00,Tuesday,1,1.04,43.25,1.27,301.87,44,B,80,,,
East Meadow,15:00:00,Wednesday,1.77,1.3,42.38,1.25,301.87,44,B,80,,,
East Meadow,15:00:00,Thursday,1.62,1.04,42.77,1.25,301.87,44,B,80,,,
East Meadow,15:00:00,Friday,2.15,0.99,44.85,1.25,301.87,44,B,80,,,
East Meadow,15:00:00,Saturday,1.31,1.03,33.46,0.97,301.87,44,B,80,,,
East Meadow,15:30:00,Sunday,2,1.68,40.15,1.11,301.87,44,B,80,,,
East Meadow,15:30:00,Monday,1.62,1.94,55,1.55,301.87,44,B,80,,,
East Meadow,15:30:00,Tuesday,1,1.35,43.25,1.27,301.87,44,B,80,,,
East Meadow,15:30:00,Wednesday,1.31,1.03,42.38,1.25,301.87,44,B,80,,,
East Meadow,15:30:00,Thursday,1.77,1.42,42.77,1.25,301.87,44,B,80,,,
East Meadow,15:30:00,Friday,1.62,1.12,44.85,1.25,301.87,44,B,80,,,
East Meadow,15:30:00,Saturday,1.54,1.27,33.46,0.97,301.87,44,B,80,,,
East Meadow,16:00:00,Sunday,1.62,1.39,40.15,1.11,301.87,44,B,80,,,
East Meadow,16:00:00,Monday,2.23,1.83,55,1.55,301.87,44,B,80,,,
East Meadow,16:00:00,Tuesday,1.83,2.29,43.25,1.27,301.87,44,B,80,,,
East Meadow,16:00:00,Wednesday,1.62,1.26,42.38,1.25,301.87,44,B,80,,,
East Meadow,16:00:00,Thursday,2.15,1.41,42.77,1.25,301.87,44,B,80,,,
East Meadow,16:00:00,Friday,1.15,1.07,44.85,1.25,301.87,44,B,80,,,
East Meadow,16:00:00,Saturday,1.69,1.6,33.46,0.97,301.87,44,B,80,,,
East Meadow,16:30:00,Sunday,1.62,1.33,40.15,1.11,301.87,44,B,80,,,
East Meadow,16:30:00,Monday,2.15,1.82,55,1.55,301.87,44,B,80,,,
East Meadow,16:30:00,Tuesday,1.67,1.07,43.25,1.27,301.87,44,B,80,,,
East Meadow,16:30:00,Wednesday,2.15,1.72,42.38,1.25,301.87,44,B,80,,,
East Meadow,16:30:00,Thursday,1.69,1.03,42.77,1.25,301.87,44,B,80,,,
East Meadow,16:30:00,Friday,1.69,1.55,44.85,1.25,301.87,44,B,80,,,
East Meadow,16:30:00,Saturday,0.85,0.9,33.46,0.97,301.87,44,B,80,,,
East Meadow,17:00:00,Sunday,0.08,0.28,40.15,1.11,301.87,44,B,80,,,
East Meadow,17:00:00,Monday,2.08,2.02,55,1.55,301.87,44,B,80,,,
East Meadow,17:00:00,Tuesday,1.33,1.23,43.25,1.27,301.87,44,B,80,,,
East Meadow,17:00:00,Wednesday,1.77,0.93,42.38,1.25,301.87,44,B,80,,,
East Meadow,17:00:00,Thursday,2.23,1.3,42.77,1.25,301.87,44,B,80,,,
East Meadow,17:00:00,Friday,1.92,1.32,44.85,1.25,301.87,44,B,80,,,
East Meadow,17:00:00,Saturday,0,0,33.46,0.97,301.87,44,B,80,,,
East Meadow,17:30:00,Sunday,0,0,40.15,1.11,301.87,44,B,80,,,
East Meadow,17:30:00,Monday,1.85,1.82,55,1.55,301.87,44,B,80,,,
East Meadow,17:30:00,Tuesday,2.25,2.14,43.25,1.27,301.87,44,B,80,,,
East Meadow,17:30:00,Wednesday,2.46,1.27,42.38,1.25,301.87,44,B,80,,,
East Meadow,17:30:00,Thursday,2.31,2.02,42.77,1.25,301.87,44,B,80,,,
East Meadow,17:30:00,Friday,2,1.53,44.85,1.25,301.87,44,B,80,,,
East Meadow,17:30:00,Saturday,0,0,33.46,0.97,301.87,44,B,80,,,
East Meadow,18:00:00,Sunday,0,0,40.15,1.11,301.87,44,B,80,,,
East Meadow,18:00:00,Monday,2.31,1.25,55,1.55,301.87,44,B,80,,,
East Meadow,18:00:00,Tuesday,2.42,1.78,43.25,1.27,301.87,44,B,80,,,
East Meadow,18:00:00,Wednesday,1.92,1.32,42.38,1.25,301.87,44,B,80,,,
East Meadow,18:00:00,Thursday,2.31,1.38,42.77,1.25,301.87,44,B,80,,,
East Meadow,18:00:00,Friday,1.92,1.38,44.85,1.25,301.87,44,B,80,,,
East Meadow,18:00:00,Saturday,0,0,33.46,0.97,301.87,44,B,80,,,
East Meadow,18:30:00,Sunday,0,0,40.15,1.11,301.87,44,B,80,,,
East Meadow,18:30:00,Monday,2.77,1.83,55,1.55,301.87,44,B,80,,,
East Meadow,18:30:00,Tuesday,2.25,1.54,43.25,1.27,301.87,44,B,80,,,
East Meadow,18:30:00,Wednesday,2.23,1.59,42.38,1.25,301.87,44,B,80,,,
East Meadow,18:30:00,Thursday,1.15,0.9,42.77,1.25,301.87,44,B,80,,,
East Meadow,18:30:00,Friday,2.38,1.04,44.85,1.25,301.87,44,B,80,,,
East Meadow,18:30:00,Saturday,0,0,33.46,0.97,301.87,44,B,80,,,
East Meadow,19:00:00,Sunday,0,0,40.15,1.11,301.87,44,B,80,,,
East Meadow,19:00:00,Monday,2.38,1.66,55,1.55,301.87,44,B,80,,,
East Meadow,19:00:00,Tuesday,2.17,1.53,43.25,1.27,301.87,44,B,80,,,
East Meadow,19:00:00,Wednesday,1.77,0.83,42.38,1.25,301.87,44,B,80,,,
East Meadow,19:00:00,Thursday,2.46,2.15,42.77,1.25,301.87,44,B,80,,,
East Meadow,19:00:00,Friday,1.77,1.59,44.85,1.25,301.87,44,B,80,,,
East Meadow,19:00:00,Saturday,0,0,33.46,0.97,301.87,44,B,80,,,
East Meadow,19:30:00,Sunday,0,0,40.15,1.11,301.87,44,B,80,,,
East Meadow,19:30:00,Monday,1.69,1.11,55,1.55,301.87,44,B,80,,,
East Meadow,19:30:00,Tuesday,2.17,1.34,43.25,1.27,301.87,44,B,80,,,
East Meadow,19:30:00,Wednesday,1.69,1.44,42.38,1.25,301.87,44,B,80,,,
East Meadow,19:30:00,Thursday,1.69,1.55,42.77,1.25,301.87,44,B,80,,,
East Meadow,19:30:00,Friday,1.46,1.13,44.85,1.25,301.87,44,B,80,,,
East Meadow,19:30:00,Saturday,0,0,33.46,0.97,301.87,44,B,80,,,
East Meadow,20:00:00,Sunday,0,0,40.15,1.11,301.87,44,B,80,,,
East Meadow,20:00:00,Monday,2.31,1.93,55,1.55,301.87,44,B,80,,,
East Meadow,20:00:00,Tuesday,1.58,1.08,43.25,1.27,301.87,44,B,80,,,
East Meadow,20:00:00,Wednesday,2,1.22,42.38,1.25,301.87,44,B,80,,,
East Meadow,20:00:00,Thursday,1.38,1.04,42.77,1.25,301.87,44,B,80,,,
East Meadow,20:00:00,Friday,1.31,1.03,44.85,1.25,301.87,44,B,80,,,
East Meadow,20:00:00,Saturday,0,0,33.46,0.97,301.87,44,B,80,,,
East Meadow,20:30:00,Sunday,0,0,40.15,1.11,301.87,44,B,80,,,
East Meadow,20:30:00,Monday,1.62,1.61,55,1.55,301.87,44,B,80,,,
East Meadow,20:30:00,Tuesday,0.92,1.16,43.25,1.27,301.87,44,B,80,,,
East Meadow,20:30:00,Wednesday,1.31,1.44,42.38,1.25,301.87,44,B,80,,,
East Meadow,20:30:00,Thursday,0.77,0.73,42.77,1.25,301.87,44,B,80,,,
East Meadow,20:30:00,Friday,1.23,1.36,44.85,1.25,301.87,44,B,80,,,
East Meadow,20:30:00,Saturday,0,0,33.46,0.97,301.87,44,B,80,,,
East Meadow,21:00:00,Sunday,0,0,40.15,1.11,301.87,44,B,80,,,
East Meadow,21:00:00,Monday,0.23,0.6,55,1.55,301.87,44,B,80,,,
East Meadow,21:00:00,Tuesday,0.08,0.29,43.25,1.27,301.87,44,B,80,,,
East Meadow,21:00:00,Wednesday,0,0,42.38,1.25,301.87,44,B,80,,,
East Meadow,21:00:00,Thursday,0,0,42.77,1.25,301.87,44,B,80,,,
East Meadow,21:00:00,Friday,0,0,44.85,1.25,301.87,44,B,80,,,
East Meadow,21:00:00,Saturday,0,0,33.46,0.97,301.87,44,B,80,,,
Great Neck,8:30:00,Sunday,2.23,1.36,67.38,1.3,407.29,59,C,120,,,
Great Neck,8:30:00,Monday,0.69,0.75,63,1.54,407.29,59,C,120,,,
Great Neck,8:30:00,Tuesday,0.42,0.67,56.83,1.46,407.29,59,C,120,,,
Great Neck,8:30:00,Wednesday,0.31,0.63,54.77,1.32,407.29,59,C,120,,,
Great Neck,8:30:00,Thursday,0.92,1.12,52.85,1.43,407.29,59,C,120,,,
Great Neck,8:30:00,Friday,0.69,0.95,59.92,1.5,407.29,59,C,120,,,
Great Neck,8:30:00,Saturday,1,1.15,52.54,1.2,407.29,59,C,120,,,
Great Neck,9:00:00,Sunday,8,2.35,67.38,1.3,407.29,59,C,120,,,
Great Neck,9:00:00,Monday,5.62,2.81,63,1.54,407.29,59,C,120,,,
Great Neck,9:00:00,Tuesday,4.75,2.53,56.83,1.46,407.29,59,C,120,,,
Great Neck,9:00:00,Wednesday,3.46,1.51,54.77,1.32,407.29,59,C,120,,,
Great Neck,9:00:00,Thursday,3.23,1.83,52.85,1.43,407.29,59,C,120,,,
Great Neck,9:00:00,Friday,4.38,2.72,59.92,1.5,407.29,59,C,120,,,
Great Neck,9:00:00,Saturday,4.46,2.03,52.54,1.2,407.29,59,C,120,,,
Great Neck,9:30:00,Sunday,5.31,1.55,67.38,1.3,407.29,59,C,120,,,
Great Neck,9:30:00,Monday,3.85,1.95,63,1.54,407.29,59,C,120,,,
Great Neck,9:30:00,Tuesday,2.67,1.44,56.83,1.46,407.29,59,C,120,,,
Great Neck,9:30:00,Wednesday,3.38,2.14,54.77,1.32,407.29,59,C,120,,,
Great Neck,9:30:00,Thursday,2.77,0.93,52.85,1.43,407.29,59,C,120,,,
Great Neck,9:30:00,Friday,2.85,1.41,59.92,1.5,407.29,59,C,120,,,
Great Neck,9:30:00,Saturday,3.69,2.21,52.54,1.2,407.29,59,C,120,,,
Great Neck,10:00:00,Sunday,4.15,2.03,67.38,1.3,407.29,59,C,120,,,
Great Neck,10:00:00,Monday,3.23,1.3,63,1.54,407.29,59,C,120,,,
Great Neck,10:00:00,Tuesday,3.25,1.82,56.83,1.46,407.29,59,C,120,,,
Great Neck,10:00:00,Wednesday,2.46,2.07,54.77,1.32,407.29,59,C,120,,,
Great Neck,10:00:00,Thursday,2.31,1.65,52.85,1.43,407.29,59,C,120,,,
Great Neck,10:00:00,Friday,1.92,1.55,59.92,1.5,407.29,59,C,120,,,
Great Neck,10:00:00,Saturday,3.69,2.21,52.54,1.2,407.29,59,C,120,,,
Great Neck,10:30:00,Sunday,5.08,3.07,67.38,1.3,407.29,59,C,120,,,
Great Neck,10:30:00,Monday,2.38,1.19,63,1.54,407.29,59,C,120,,,
Great Neck,10:30:00,Tuesday,2.42,1.83,56.83,1.46,407.29,59,C,120,,,
Great Neck,10:30:00,Wednesday,2,1.29,54.77,1.32,407.29,59,C,120,,,
Great Neck,10:30:00,Thursday,1.85,1.34,52.85,1.43,407.29,59,C,120,,,
Great Neck,10:30:00,Friday,3.46,1.85,59.92,1.5,407.29,59,C,120,,,
Great Neck,10:30:00,Saturday,3.85,1.95,52.54,1.2,407.29,59,C,120,,,
Great Neck,11:00:00,Sunday,4.92,2.72,67.38,1.3,407.29,59,C,120,,,
Great Neck,11:00:00,Monday,3.46,1.71,63,1.54,407.29,59,C,120,,,
Great Neck,11:00:00,Tuesday,2.5,1.51,56.83,1.46,407.29,59,C,120,,,
Great Neck,11:00:00,Wednesday,2.69,1.38,54.77,1.32,407.29,59,C,120,,,
Great Neck,11:00:00,Thursday,3,2.04,52.85,1.43,407.29,59,C,120,,,
Great Neck,11:00:00,Friday,2.38,1.04,59.92,1.5,407.29,59,C,120,,,
Great Neck,11:00:00,Saturday,3,2.2,52.54,1.2,407.29,59,C,120,,,
Great Neck,11:30:00,Sunday,4.46,1.66,67.38,1.3,407.29,59,C,120,,,
Great Neck,11:30:00,Monday,2.38,1.26,63,1.54,407.29,59,C,120,,,
Great Neck,11:30:00,Tuesday,1.83,1.75,56.83,1.46,407.29,59,C,120,,,
Great Neck,11:30:00,Wednesday,2.15,1.46,54.77,1.32,407.29,59,C,120,,,
Great Neck,11:30:00,Thursday,1.69,1.18,52.85,1.43,407.29,59,C,120,,,
Great Neck,11:30:00,Friday,1.92,1.19,59.92,1.5,407.29,59,C,120,,,
Great Neck,11:30:00,Saturday,4.15,2.94,52.54,1.2,407.29,59,C,120,,,
Great Neck,12:00:00,Sunday,4,2,67.38,1.3,407.29,59,C,120,,,
Great Neck,12:00:00,Monday,2.92,2.78,63,1.54,407.29,59,C,120,,,
Great Neck,12:00:00,Tuesday,2.17,1.47,56.83,1.46,407.29,59,C,120,,,
Great Neck,12:00:00,Wednesday,1.62,0.96,54.77,1.32,407.29,59,C,120,,,
Great Neck,12:00:00,Thursday,2.08,1.44,52.85,1.43,407.29,59,C,120,,,
Great Neck,12:00:00,Friday,1.92,1.98,59.92,1.5,407.29,59,C,120,,,
Great Neck,12:00:00,Saturday,3,1.47,52.54,1.2,407.29,59,C,120,,,
Great Neck,12:30:00,Sunday,4.15,1.99,67.38,1.3,407.29,59,C,120,,,
Great Neck,12:30:00,Monday,2.46,1.33,63,1.54,407.29,59,C,120,,,
Great Neck,12:30:00,Tuesday,2,1.28,56.83,1.46,407.29,59,C,120,,,
Great Neck,12:30:00,Wednesday,2.08,1.19,54.77,1.32,407.29,59,C,120,,,
Great Neck,12:30:00,Thursday,1.92,1.8,52.85,1.43,407.29,59,C,120,,,
Great Neck,12:30:00,Friday,2.31,1.38,59.92,1.5,407.29,59,C,120,,,
Great Neck,12:30:00,Saturday,2.92,1.55,52.54,1.2,407.29,59,C,120,,,
Great Neck,13:00:00,Sunday,3.15,1.77,67.38,1.3,407.29,59,C,120,,,
Great Neck,13:00:00,Monday,2.54,1.51,63,1.54,407.29,59,C,120,,,
Great Neck,13:00:00,Tuesday,2.58,1.98,56.83,1.46,407.29,59,C,120,,,
Great Neck,13:00:00,Wednesday,1.92,1.55,54.77,1.32,407.29,59,C,120,,,
Great Neck,13:00:00,Thursday,1.92,1.04,52.85,1.43,407.29,59,C,120,,,
Great Neck,13:00:00,Friday,2.31,1.11,59.92,1.5,407.29,59,C,120,,,
Great Neck,13:00:00,Saturday,3.46,1.45,52.54,1.2,407.29,59,C,120,,,
Great Neck,13:30:00,Sunday,4.23,1.74,67.38,1.3,407.29,59,C,120,,,
Great Neck,13:30:00,Monday,2,1.73,63,1.54,407.29,59,C,120,,,
Great Neck,13:30:00,Tuesday,1.67,1.37,56.83,1.46,407.29,59,C,120,,,
Great Neck,13:30:00,Wednesday,2.31,1.7,54.77,1.32,407.29,59,C,120,,,
Great Neck,13:30:00,Thursday,2,1.91,52.85,1.43,407.29,59,C,120,,,
Great Neck,13:30:00,Friday,1.62,1.56,59.92,1.5,407.29,59,C,120,,,
Great Neck,13:30:00,Saturday,2.69,1.44,52.54,1.2,407.29,59,C,120,,,
Great Neck,14:00:00,Sunday,3.54,1.81,67.38,1.3,407.29,59,C,120,,,
Great Neck,14:00:00,Monday,2.46,1.39,63,1.54,407.29,59,C,120,,,
Great Neck,14:00:00,Tuesday,1.67,1.3,56.83,1.46,407.29,59,C,120,,,
Great Neck,14:00:00,Wednesday,2,1.08,54.77,1.32,407.29,59,C,120,,,
Great Neck,14:00:00,Thursday,1.92,1.66,52.85,1.43,407.29,59,C,120,,,
Great Neck,14:00:00,Friday,2.31,0.75,59.92,1.5,407.29,59,C,120,,,
Great Neck,14:00:00,Saturday,2.69,1.32,52.54,1.2,407.29,59,C,120,,,
Great Neck,14:30:00,Sunday,2.77,1.79,67.38,1.3,407.29,59,C,120,,,
Great Neck,14:30:00,Monday,2.46,1.33,63,1.54,407.29,59,C,120,,,
Great Neck,14:30:00,Tuesday,1.25,1.14,56.83,1.46,407.29,59,C,120,,,
Great Neck,14:30:00,Wednesday,1.15,0.8,54.77,1.32,407.29,59,C,120,,,
Great Neck,14:30:00,Thursday,1.77,1.64,52.85,1.43,407.29,59,C,120,,,
Great Neck,14:30:00,Friday,2.46,2.26,59.92,1.5,407.29,59,C,120,,,
Great Neck,14:30:00,Saturday,3.08,2.1,52.54,1.2,407.29,59,C,120,,,
Great Neck,15:00:00,Sunday,3.31,1.49,67.38,1.3,407.29,59,C,120,,,
Great Neck,15:00:00,Monday,1.46,1.27,63,1.54,407.29,59,C,120,,,
Great Neck,15:00:00,Tuesday,2,1.35,56.83,1.46,407.29,59,C,120,,,
Great Neck,15:00:00,Wednesday,2.31,0.75,54.77,1.32,407.29,59,C,120,,,
Great Neck,15:00:00,Thursday,1.54,0.97,52.85,1.43,407.29,59,C,120,,,
Great Neck,15:00:00,Friday,2.23,1.59,59.92,1.5,407.29,59,C,120,,,
Great Neck,15:00:00,Saturday,2.46,1.13,52.54,1.2,407.29,59,C,120,,,
Great Neck,15:30:00,Sunday,2.62,1.8,67.38,1.3,407.29,59,C,120,,,
Great Neck,15:30:00,Monday,2.31,1.55,63,1.54,407.29,59,C,120,,,
Great Neck,15:30:00,Tuesday,2.67,1.44,56.83,1.46,407.29,59,C,120,,,
Great Neck,15:30:00,Wednesday,2.54,1.71,54.77,1.32,407.29,59,C,120,,,
Great Neck,15:30:00,Thursday,1.77,1.09,52.85,1.43,407.29,59,C,120,,,
Great Neck,15:30:00,Friday,2.69,1.49,59.92,1.5,407.29,59,C,120,,,
Great Neck,15:30:00,Saturday,2.54,1.9,52.54,1.2,407.29,59,C,120,,,
Great Neck,16:00:00,Sunday,2.54,2.26,67.38,1.3,407.29,59,C,120,,,
Great Neck,16:00:00,Monday,2.23,2.28,63,1.54,407.29,59,C,120,,,
Great Neck,16:00:00,Tuesday,1.5,1,56.83,1.46,407.29,59,C,120,,,
Great Neck,16:00:00,Wednesday,2.31,1.55,54.77,1.32,407.29,59,C,120,,,
Great Neck,16:00:00,Thursday,2.69,1.44,52.85,1.43,407.29,59,C,120,,,
Great Neck,16:00:00,Friday,2.23,1.64,59.92,1.5,407.29,59,C,120,,,
Great Neck,16:00:00,Saturday,2.77,1.88,52.54,1.2,407.29,59,C,120,,,
Great Neck,16:30:00,Sunday,2.54,1.85,67.38,1.3,407.29,59,C,120,,,
Great Neck,16:30:00,Monday,2.46,1.51,63,1.54,407.29,59,C,120,,,
Great Neck,16:30:00,Tuesday,2.83,2.59,56.83,1.46,407.29,59,C,120,,,
Great Neck,16:30:00,Wednesday,2,1.41,54.77,1.32,407.29,59,C,120,,,
Great Neck,16:30:00,Thursday,2.46,1.2,52.85,1.43,407.29,59,C,120,,,
Great Neck,16:30:00,Friday,3,1.29,59.92,1.5,407.29,59,C,120,,,
Great Neck,16:30:00,Saturday,2.54,1.33,52.54,1.2,407.29,59,C,120,,,
Great Neck,17:00:00,Sunday,0.38,0.65,67.38,1.3,407.29,59,C,120,,,
Great Neck,17:00:00,Monday,2.38,1.45,63,1.54,407.29,59,C,120,,,
Great Neck,17:00:00,Tuesday,3,2.17,56.83,1.46,407.29,59,C,120,,,
Great Neck,17:00:00,Wednesday,2.46,1.61,54.77,1.32,407.29,59,C,120,,,
Great Neck,17:00:00,Thursday,1.69,1.84,52.85,1.43,407.29,59,C,120,,,
Great Neck,17:00:00,Friday,3.31,2.06,59.92,1.5,407.29,59,C,120,,,
Great Neck,17:00:00,Saturday,0.54,0.88,52.54,1.2,407.29,59,C,120,,,
Great Neck,17:30:00,Sunday,0,0,67.38,1.3,407.29,59,C,120,,,
Great Neck,17:30:00,Monday,2.54,1.51,63,1.54,407.29,59,C,120,,,
Great Neck,17:30:00,Tuesday,1.75,1.14,56.83,1.46,407.29,59,C,120,,,
Great Neck,17:30:00,Wednesday,2.69,1.38,54.77,1.32,407.29,59,C,120,,,
Great Neck,17:30:00,Thursday,2.46,1.81,52.85,1.43,407.29,59,C,120,,,
Great Neck,17:30:00,Friday,2.31,1.44,59.92,1.5,407.29,59,C,120,,,
Great Neck,17:30:00,Saturday,0,0,52.54,1.2,407.29,59,C,120,,,
Great Neck,18:00:00,Sunday,0,0,67.38,1.3,407.29,59,C,120,,,
Great Neck,18:00:00,Monday,1.77,1.48,63,1.54,407.29,59,C,120,,,
Great Neck,18:00:00,Tuesday,2.33,1.78,56.83,1.46,407.29,59,C,120,,,
Great Neck,18:00:00,Wednesday,2.08,1.38,54.77,1.32,407.29,59,C,120,,,
Great Neck,18:00:00,Thursday,1.62,1.39,52.85,1.43,407.29,59,C,120,,,
Great Neck,18:00:00,Friday,2.08,1.89,59.92,1.5,407.29,59,C,120,,,
Great Neck,18:00:00,Saturday,0,0,52.54,1.2,407.29,59,C,120,,,
Great Neck,18:30:00,Sunday,0,0,67.38,1.3,407.29,59,C,120,,,
Great Neck,18:30:00,Monday,1.92,1.89,63,1.54,407.29,59,C,120,,,
Great Neck,18:30:00,Tuesday,2.42,1.44,56.83,1.46,407.29,59,C,120,,,
Great Neck,18:30:00,Wednesday,2.77,1.74,54.77,1.32,407.29,59,C,120,,,
Great Neck,18:30:00,Thursday,1.85,1.63,52.85,1.43,407.29,59,C,120,,,
Great Neck,18:30:00,Friday,3.46,1.56,59.92,1.5,407.29,59,C,120,,,
Great Neck,18:30:00,Saturday,0,0,52.54,1.2,407.29,59,C,120,,,
Great Neck,19:00:00,Sunday,0,0,67.38,1.3,407.29,59,C,120,,,
Great Neck,19:00:00,Monday,3.15,1.72,63,1.54,407.29,59,C,120,,,
Great Neck,19:00:00,Tuesday,2.33,0.98,56.83,1.46,407.29,59,C,120,,,
Great Neck,19:00:00,Wednesday,2.62,1.12,54.77,1.32,407.29,59,C,120,,,
Great Neck,19:00:00,Thursday,1.92,1.75,52.85,1.43,407.29,59,C,120,,,
Great Neck,19:00:00,Friday,2.15,1.52,59.92,1.5,407.29,59,C,120,,,
Great Neck,19:00:00,Saturday,0,0,52.54,1.2,407.29,59,C,120,,,
Great Neck,19:30:00,Sunday,0,0,67.38,1.3,407.29,59,C,120,,,
Great Neck,19:30:00,Monday,2.69,1.6,63,1.54,407.29,59,C,120,,,
Great Neck,19:30:00,Tuesday,2.58,1.38,56.83,1.46,407.29,59,C,120,,,
Great Neck,19:30:00,Wednesday,1.77,1.54,54.77,1.32,407.29,59,C,120,,,
Great Neck,19:30:00,Thursday,2.54,1.45,52.85,1.43,407.29,59,C,120,,,
Great Neck,19:30:00,Friday,2.23,1.48,59.92,1.5,407.29,59,C,120,,,
Great Neck,19:30:00,Saturday,0,0,52.54,1.2,407.29,59,C,120,,,
Great Neck,20:00:00,Sunday,0,0,67.38,1.3,407.29,59,C,120,,,
Great Neck,20:00:00,Monday,1.62,1.04,63,1.54,407.29,59,C,120,,,
Great Neck,20:00:00,Tuesday,2.25,1.06,56.83,1.46,407.29,59,C,120,,,
Great Neck,20:00:00,Wednesday,2.54,1.27,54.77,1.32,407.29,59,C,120,,,
Great Neck,20:00:00,Thursday,2.23,1.36,52.85,1.43,407.29,59,C,120,,,
Great Neck,20:00:00,Friday,2.38,1.5,59.92,1.5,407.29,59,C,120,,,
Great Neck,20:00:00,Saturday,0,0,52.54,1.2,407.29,59,C,120,,,
Great Neck,20:30:00,Sunday,0,0,67.38,1.3,407.29,59,C,120,,,
Great Neck,20:30:00,Monday,1.92,1.44,63,1.54,407.29,59,C,120,,,
Great Neck,20:30:00,Tuesday,1.92,1.16,56.83,1.46,407.29,59,C,120,,,
Great Neck,20:30:00,Wednesday,1.15,1.14,54.77,1.32,407.29,59,C,120,,,
Great Neck,20:30:00,Thursday,2.54,1.2,52.85,1.43,407.29,59,C,120,,,
Great Neck,20:30:00,Friday,1.23,1.59,59.92,1.5,407.29,59,C,120,,,
Great Neck,20:30:00,Saturday,0,0,52.54,1.2,407.29,59,C,120,,,
Great Neck,21:00:00,Sunday,0,0,67.38,1.3,407.29,59,C,120,,,
Great Neck,21:00:00,Monday,0.08,0.28,63,1.54,407.29,59,C,120,,,
Great Neck,21:00:00,Tuesday,0.08,0.29,56.83,1.46,407.29,59,C,120,,,
Great Neck,21:00:00,Wednesday,0,0,54.77,1.32,407.29,59,C,120,,,
Great Neck,21:00:00,Thursday,0.15,0.38,52.85,1.43,407.29,59,C,120,,,
Great Neck,21:00:00,Friday,0.08,0.28,59.92,1.5,407.29,59,C,120,,,
Great Neck,21:00:00,Saturday,0,0,52.54,1.2,407.29,59,C,120,,,
Levittown,8:30:00,Sunday,2.85,1.95,117,2.01,847.74,122,F,240,,,
Levittown,8:30:00,Monday,0.92,1.04,138.77,2.58,847.74,122,F,240,,,
Levittown,8:30:00,Tuesday,0.5,1.17,125.67,2.31,847.74,122,F,240,,,
Levittown,8:30:00,Wednesday,0.62,0.96,124.23,2.32,847.74,122,F,240,,,
Levittown,8:30:00,Thursday,1,2.27,120.77,2.12,847.74,122,F,240,,,
Levittown,8:30:00,Friday,0.85,1.57,114.85,2.39,847.74,122,F,240,,,
Levittown,8:30:00,Saturday,0.23,0.83,106.46,1.66,847.74,122,F,240,,,
Levittown,9:00:00,Sunday,12.23,4.55,117,2.01,847.74,122,F,240,,,
Levittown,9:00:00,Monday,11.69,3.9,138.77,2.58,847.74,122,F,240,,,
Levittown,9:00:00,Tuesday,10.92,3.94,125.67,2.31,847.74,122,F,240,,,
Levittown,9:00:00,Wednesday,11.54,3.62,124.23,2.32,847.74,122,F,240,,,
Levittown,9:00:00,Thursday,10.85,5.08,120.77,2.12,847.74,122,F,240,,,
Levittown,9:00:00,Friday,10.69,4.55,114.85,2.39,847.74,122,F,240,,,
Levittown,9:00:00,Saturday,10.69,3.54,106.46,1.66,847.74,122,F,240,,,
Levittown,9:30:00,Sunday,8.15,3.36,117,2.01,847.74,122,F,240,,,
Levittown,9:30:00,Monday,7.77,2.2,138.77,2.58,847.74,122,F,240,,,
Levittown,9:30:00,Tuesday,6.67,2.84,125.67,2.31,847.74,122,F,240,,,
Levittown,9:30:00,Wednesday,5.38,2.26,124.23,2.32,847.74,122,F,240,,,
Levittown,9:30:00,Thursday,6.08,2.29,120.77,2.12,847.74,122,F,240,,,
